Comentario_Procesado,Criterio,Polaridad
 includes  extend estan aplicados  manera correcta,Comunicación,1
 estructura   bien relacionada  ejemplo   dejando  unas islas  aparte  casos  usos  paciente  actores medico cabecera  especialista  estan relacionados,Diseño,-1
 actores involucrados si  necesarios   funcionamiento  sistema,Actores,1
   manera ordena  casos  usos,Casos de uso,-1
   herencia   actores medico cabecera  especialista   aplica correctamente   comunicacion   cu  cu  casos  usos  actor paciente  estan integrados  sistema,Comunicación,-1
 estructura  correcta  actores involucrados  caso  uso relacionado,Diseño,1
 actores estan bien especificados   necesarios   sistema,Actores,1
 funcionalidad   correcta   casos  uso estan completos,Casos de uso,1
  aplica herencia   actores medico cabecera  especialista    correcta comunicacion   caso registrar cita   casos consultar cita asignar cita  casos  uso  actor paciente  estan integrados  sistema,Comunicación,-1
 estructura hecha  correcta mostrando  actores   casos  uso necesarios,Diseño,1
 logra visualizar   actores necesarios   sistema,Actores,1
cada caso  uso describe  funcionalidad correctamente,Casos de uso,1
existen comunicaciones  pueden confundir dentro  diagrama,Comunicación,-1
 estructura  carencia  logica,Diseño,-1
   actores  caso planteado,Actores,1
 mayoria   casos  uso  incorrectos,Casos de uso,-1
 utiliza  manera  correcta  uso  extend include  herencia,Comunicación,-1
 estructura   adecuada   relacion  actores  casos  uso,Diseño,-1
 actores estan especificados   sistema   necesarios   desarrollo,Actores,1
 funcionalidad   correcta   casos  uso  casos  uso   numeracion   estan completos,Casos de uso,-1
 extend   caso  uso   correcto,Comunicación,-1
 existen errores  estructura,Diseño,1
 actores estan bien especificados,Actores,1
 funcionalidad descrita   correcta  sintaxis   bien especificada  faltan casos  uso,Casos de uso,-1
 forma    usa  extend include  herencia    forma correcta   justifica totalmente  funcionalidades,Comunicación,-1
 estructura  correcta  muestran   actores involucrados,Diseño,1
 actores   necesarios   sistema,Actores,1
 casos  usos   encuentran numerados  funcionalidad descrita     correcta existen casos  uso     realizando ningun actor,Casos de uso,-1
 uso  include   justificado   casos,Comunicación,-1
 estructura  incorrecta  ineficiente  actores   casos  uso estan mal relacionados,Diseño,-1
 actores estan especificados  involucrados correctamente,Actores,1
 sintaxis  inadecuada  casos  uso  estan enumerados faltan casos  uso segun  especificaciones,Casos de uso,-1
 include   mal utilizado  extend   mal utilizado  comunicacion   adecuada segun  requerimientos,Comunicación,-1
 estructura     adecuada,Diseño,-1
 actores    necesarios   sistema,Actores,-1
 funcionalidad descrita   correcta   numeracion   casos  usos faltan casos  usos,Casos de uso,0
 include   mal utilizado  extend   mal utilizado  comunicacion   adecuada segun  requerimientos,Comunicación,-1
 estructura  parcialmente correcta,Diseño,0
 encuentran   actores necesario,Actores,1
 casos  uso   comprenden,Casos de uso,-1
 include   mal utilizado  extend   mal utilizado  comunicacion   adecuada segun  requerimientos,Comunicación,-1
usa  forma correcta  actores   casos  uso evitando  exista algun error   diagrama,Diseño,1
  actores  necesarios   diagrama  estan plasmados  forma correcta,Actores,1
 funcionalidad descrita   adecuada  medico general  podra ver  historial sino existe primero  registro  historial   pacientes consultando   pacientes existentes  paciente solo podra solicitar cita  puede mostrar tratamiento validar usuario  mostrar cita    medico general pueda asignar  tratamiento debe  realizar diagnostico  consultar paciente     implementado  hace  falten  casos  uso  cuenta   numeracion   casos  uso  dificulta  visibilidad   prioridad  ejecucion,Casos de uso,-1
utiliza  herencia  forma incorrecta    va  paciente  personal administrativo sino  medico especialista  medico general  extend  aplica mal  deberia  dentro   caso  uso  vaya  realizar operacion   realiza  medico especialista,Comunicación,-1
 estructura   correcta  actores involucrados  caso  uso relacionados,Diseño,1
 actores estan bien especificados   necesarios   sistema,Actores,1
 funcionalidad descrita  correcta   mayoria  casos  uso  cuentan  numeraciones    casos  uso estan completos,Casos de uso,0
 utiliza extend include  herencia  forma correcta   mayoria  justificada segun  requerimiento  actor paciente  heredando  acciones   actor personal administrativo,Comunicación,1
 estructura   errores,Diseño,1
 encuentran   actores  participan   programa,Actores,1
 casos  uso   funcionalidad correcta,Casos de uso,-1
modificar historial   conexiones directa   actor    comunicacion  incorrecta,Comunicación,-1
 estructurado correctamente  parte  diagrama   actores   casos  uso,Diseño,1
 encuentran   actores requeridos   sistema,Actores,1
 casos  uso transmiten correctamente  funcionalidad   encuentran enumerados  casos  uso  casos  uso  estan completos,Casos de uso,-1
mal uso   parte  includes dentro  diagrama  mala practica  herencia,Comunicación,-1
existe  presciencia  casos  usos   deberian ,Diseño,-1
 actores estan debidamente establecidos,Actores,1
cumple   requisitos   casos  uso   deberian ,Casos de uso,0
existe buena comunicacion    casos  uso  aplica  manera correcta  include extend  herencia,Comunicación,1
 estructura  diagrama  casos  uso  correcta,Diseño,1
 actores estan bien especificados   necesarios   sistema,Actores,1
 funcionalidad descrita   casos  uso  correcta segun  caso  estudio  casos  uso estan escritos   verbo  infinitivo   objeto   numeracion   ordenada,Casos de uso,0
 extend   herencia estan utilizados  forma correcta    include  invocan casos  uso   corresponden    caso  cu asignar especialista  invoca  cu solicitar cita,Comunicación,0
 existe concordancia   casos  uso debido    estructura    correcta,Diseño,-1
 actores estan bien definidos    necesarios   sistema debido     intervienen   proceso,Actores,1
existen casos  usos   estan bien definidos debido     cumplen   funcionalidad  sistema   lado  sintaxis  encuentra correcta,Casos de uso,-1
referente   herencia  paciente  administrador   bien realizada debido    paciente hereda   administrador   paciente  puede registrar paciente,Comunicación,-1
 relacion  caso  usos  actores  comunicacion  correcta,Diseño,1
 actores estan completos   necesarios   sistema,Actores,1
si  numeracion   casos  usos  casos  usos si estan bien formados  verbos  objetos   casos  usos  estan  mas tambien  caso  uso registrar paciente  hace  paciente  deberia hacerlo  administrativo falta  caso  uso consultar historial,Casos de uso,0
 herencia  includes  extends estan  forma correcta,Comunicación,1
   bien  acuerdo   requisitos colocados    diseno   informacion puesta,Diseño,1
  actores necesarios   sistema estan colocados,Actores,1
 sintaxis   casos  uso   bien   estructura igual   ende  funcionalidad  correcta,Casos de uso,1
si  utiliza  manera correcta   puntos   herencia  include   extend,Comunicación,1
 estructura  actores  casos  uso  correcta,Diseño,1
cuenta   actores necesarios  dicho sistema,Actores,1
 sintaxis  correcta  parte   numeracion   caso  uso tambien correcta cuenta   caso  uso    solicitan   ejercicio  registrar medico    paciente  deberia registrarse   mismo,Casos de uso,0
  caso  uso cu  medico       volver  solicitar  cita si    paciente   describe   problema,Comunicación,-1
 encuentra correctamente toda  informacion   diseno,Diseño,1
si estan   actores  manipulan  sistema,Actores,1
 estructura  caso  uso  correcto  presentan  funcionalidad correcta,Casos de uso,1
si estan comunicado correctamente  casos  usos mediante  include   extend,Comunicación,1
 estructura  correcta  contiene actores  casos  uso,Diseño,1
 actores estan bien especificados  pertenecen  sistema,Actores,1
 funcionalidad   presenta  correcta  sintaxis  incorrecta    casos  uso  contienen  verbo  infinitivo  mas   objeto ademas  numeracion  encuentra  desorden,Casos de uso,0
existen extend   lugar   ejemplo   caso  uso actualizar tratamiento    extend hacia registrar cita  include  conectan   caso  uso actualizar hacia  caso  uso actualizar,Comunicación,-1
 estructura  correcta contiene   requerido,Diseño,1
 actores estan bien definidos   necesarios   sistema,Actores,1
 funcionalidades descritas  correctas  sintaxis   correcta,Casos de uso,1
 utilizacion  herencia   forma correcta  utilizacion   include estan  forma correcta  utilizacion   extends   casos    correcta,Comunicación,0
 existen errores  estructura,Diseño,1
  actores  correctos,Actores,1
 mayoria   casos  uso  numeracion aunque   desordenada,Casos de uso,0
 comunicacion  casos  uso  actores  incorrecta,Comunicación,-1
 caso  uso   estructura adecuada,Diseño,1
 actores  especifican correctamente,Actores,1
 casos  uso  siguen  sintaxis adecuada,Casos de uso,-1
comunicaciones correctamente aplicadas,Comunicación,1
 estructura  diagrama  clase  uso  correcto cuenta  relacion correcta   actores  casos  uso,Diseño,1
 diagrama  caso  uso cuenta   actores necesarios   sistema,Actores,1
 diagrama  caso  uso cuenta  varios errores   sintaxis une  verbo   poniendo mas   objeto  parte   numeracion  casos   hace  manera correcta   primero coloca  caso  uso  despues  include hacia   necesita  anterior,Casos de uso,-1
 estereotipos  estan correctos   ejemplo  cu  cu  cuenta      hace    solicita   sistema,Comunicación,-1
  entienden bien  lineas  relacion   caso  uso  actores,Diseño,-1
 actores   necesarios   sistema,Actores,1
 estan bien escrito  hace bien  consultas  cu  consulta  cita registrada  cu  consulta  paciente registrado,Casos de uso,-1
 include   mal utilizado  extend   mal utilizado,Comunicación,-1
 estructura  correcta,Diseño,1
 actores estan bien especificados   necesarios   sistema,Actores,1
 sintaxis  correcta,Casos de uso,1
 utilizan  includes  forma correcta,Comunicación,1
integra  estructura correcta  actores   manifiestan  traves  cada caso  uso relacionado,Diseño,1
presenta claramente   actores estan bien especificados   coherencia   sistema cada  cumple  funcion   diagrama  caso  uso,Actores,1
determina  funcionalidad correctamente  representacion   sintaxis  buena especificando  orden  cada    casos  usos asignandoles  regla gramatical  verbo infinitivo mas  objetivo  representacion   casos  usos si  encuentro completos aunque si   especificado   mas   accion   asignacion  especialista  mas entendible,Casos de uso,1
 muestra  uso  extend  include  manera correcta observe  hace  uso   herencia  medico especialista hacia  medico general   juega  papel  adquirir todas  acciones   realice   encuentro incorrecto   especialista debe obtener  datos  paciente   tiramiento   cosas justificando  requerimientos solicitados   ejercicio,Comunicación,1
 existe  estructura correcta   actores involucrados   caso  uso relacionado    existira  funcionalidad debida   sistema,Diseño,-1
 nombres   actores estan especificados   mejor manera  existe  error   caso  uso    cumple     requiere   sistema,Actores,0
 funcionalidad descrita   diagrama  casos  uso   correcta   cumple   sintaxis adecuada    manera ordenada   casos  uso estan completos,Casos de uso,1
 diagrama  casos  usos cumple      requiere consta  include   extend,Comunicación,1
 estructura presentada  correcta,Diseño,1
 actores   requeridos   sistema,Actores,1
 sintaxis  correcta asi   funcionalidad,Casos de uso,1
 utilizacion   include  extend  correcto   siempre justificada,Comunicación,0
 estructura  presenta  manera correcta presenta  manera ordenada  casos  uso   actores respectivos,Diseño,1
 cantidad  actores  correcta  embargo existe  actor   realizando  hecho      requerimientos,Actores,0
