"Texto_Completo","Polaridad"
"Comunicación:  utilizan  includes  forma correcta",1
"Diseño: integra  estructura correcta  actores   manifiestan  traves  cada caso  uso relacionado",1
"Actores: presenta claramente   actores estan bien especificados   coherencia   sistema cada  cumple  funcion   diagrama  caso  uso",1
"Casos de uso: determina  funcionalidad correctamente  representacion   sintaxis  buena especificando  orden  cada    casos  usos asignandoles  regla gramatical  verbo infinitivo mas  objetivo  representacion   casos  usos si  encuentro completos aunque si   especificado   mas   accion   asignacion  especialista  mas entendible",1
"Comunicación:  muestra  uso  extend  include  manera correcta observe  hace  uso   herencia  medico especialista hacia  medico general   juega  papel  adquirir todas  acciones   realice   encuentro incorrecto   especialista debe obtener  datos  paciente   tiramiento   cosas justificando  requerimientos solicitados   ejercicio",1
"Diseño:  existe  estructura correcta   actores involucrados   caso  uso relacionado    existira  funcionalidad debida   sistema",-1
"Actores:  nombres   actores estan especificados   mejor manera  existe  error   caso  uso    cumple     requiere   sistema",0
"Casos de uso:  funcionalidad descrita   diagrama  casos  uso   correcta   cumple   sintaxis adecuada    manera ordenada   casos  uso estan completos",1
"Comunicación:  diagrama  casos  usos cumple      requiere consta  include   extend",1
"Diseño:  estructura presentada  correcta",1
"Actores:  actores   requeridos   sistema",1
"Casos de uso:  sintaxis  correcta asi   funcionalidad",1
"Comunicación:  utilizacion   include  extend  correcto   siempre justificada",0
"Diseño:  estructura  presenta  manera correcta presenta  manera ordenada  casos  uso   actores respectivos",1
"Actores:  cantidad  actores  correcta  embargo existe  actor   realizando  hecho      requerimientos",0
"Casos de uso:  funcionalidad  ciertos casos  uso    especificada   requerimientos  sintaxis   parte  correcta",0
"Comunicación:   extend   include   herencia estan realizadas  manera correcta  embargo existen    apartados  corresponden   justificacion dada   requerimientos",0
"Diseño:  estructura   errores",1
"Actores:  actores estan correctos",1
"Casos de uso:  aplica numeracion   casos  uso",-1
"Comunicación: mal uso  include  extend",-1
"Diseño:  estructura  correcta  actores   casos  uso estan  bien relacionados",1
"Actores:  actores   necesarios  estan bien especificados  herencia  aplican correctamente   necesaria",1
"Casos de uso:  funcionalidad  ligeras carencias   parametros descritos   documento  casos  uso  estan bien definidos  implementados  ejemplo  cu toma  objeto  actor  sintaxis  correcta cumple   necesario    entiendan  funcionalidades descritas",0
"Comunicación:  mayoria  casos  usos  bien conectados mediante  estereotipos  extends  include   caso  uso cu   correcto  comunicacion  herencia  bien aplicada   correcta",0
"Diseño:  estructura   errores",1
"Actores:  encuentran   actores  participan   programa",1
"Casos de uso:  aplica numeracion   casos  uso",-1
"Comunicación: modificar historial   conexiones directa   actor",-1
"Diseño:  estructura   errores",1
"Actores:  actores estan bien especificados   necesarios   sistema",1
"Casos de uso:  funcionalidad descrita   mal cometio pocos errores  sintaxis usada   correcta",0
"Comunicación:  uso  include extends  herencia  utilizan  manera correcta   mayoria   casos  uso  embargo existen errores",0
"Diseño:  estructura  encuentra bien   hace buen uso   actores  casos  uso",1
"Actores:  mayoria   actores  bien   actor soporte   encuentra especificado   requerimientos    necesario   sistema",0
"Casos de uso:  funcionalidad   correcta    actor soporte ademas   incorrecto  usado  objeto  realiza acciones  descritas",-1
"Comunicación:  bien   gran mayoria   uso  include innecesario",0
"Diseño: diseno  correcto   considerar   relaciones   casos  uso   correctas  ejemplo   caso  uso generar tratamiento existen dos extend dirigiendose hacia varios lados   estarian correctamente estructurados",-1
"Actores: falta  actor  represente  personal  medico  siempre    requieran estaran encargados  realizar radiografias ecografias etc",-1
"Casos de uso: estan usando objetos   deberian ir    caso  uso consultar medico medico  tal    objeto asi mismo faltan  casos  uso  decir   funcionalidades  estan completas",-1
"Comunicación:  casos  uso  estan utilizando correctamente  include   extend    caso  generar tratamiento  debia aplicar herencia  paciente hacia administrativo    administrativo   paciente   posibilidad  registrar cita    representaria mejor   solo caso  uso llamado registrar cita    herede dichas funcionalidades  paciente hacia administrativo",0
"Diseño:  relacion  caso  usos  actores   comunicacion   correcta",0
"Actores: falta  actor  seria personal  medico",-1
"Casos de uso:   numeracion   casos  usos  casos  usos si estan bien formados  verbos  objetos",0
"Comunicación:  herencia   bien   casos  usos actualizar diagnostico  actualizar ficha_diagnostico",-1
"Diseño:  manera    representa  estructura   adecuada   actores   casos  uso",1
"Actores:  actores estan bien especificados  embargo  consta    actores  necesita  sistema",0
"Casos de uso:  funcionalidad descrita     correcta debido   existen requerimientos  sistema   estan plasmados  sintaxis   correcta  cuenta   numeracion ordenada junto  verbos  infinitivo mas  objeto",0
"Comunicación:  extend include  utilizados  forma correcta  embargo existen  comunicaciones   representan   bien  requerimientos",0
"Diseño:  estructura   errores",1
"Actores:  actores estan bien especificados   necesarios   sistema",1
"Casos de uso: contiene  sintaxis correcta",1
"Comunicación:  utilizan  extend  forma correcta",1
"Diseño: estructura  diagrama  caso  uso correcta",1
"Actores: cuenta   actores necesarios  resolver  problema",1
"Casos de uso: existen  caso  uso   estan bien descritos verbo  objeto",-1
"Comunicación:  aplican  include  extends correctamente",1
"Diseño:  estructura  diagrama  casos  uso   adecuada cuenta   actores   casos  uso relacionados",1
"Actores:  actores descritos   diagrama  caso  uso  correctos  falta  actor  realiza actividades adicionales",0
"Casos de uso: faltan casos  usos  estan descritos   requerimientos  funcionalidad  resto  correcta  sintaxis  bien  puede dar  confusion  haber mas   sustantivo",0
"Comunicación: utiliza  forma correcta  include   embargo  extends   aplica bien  veces    incluido   herencia    justificable   requerimientos",0
"Diseño:  estructura  correcta",1
"Actores:  actores estan bien especificados   necesarios   sistema",1
"Casos de uso:  sintaxis  correcta",1
"Comunicación:  utilizan  includes  extend  forma correcta",1
"Diseño:  estructura  correcta",1
"Actores:  actores estan bien especificados   necesarios   sistema",1
"Casos de uso:  funcionalidad descrita  correcta",1
"Comunicación:  utiliza extends  include  manera apropiada",1
"Diseño:  estructura  realizada  manera correcta    hizo buen uso   actores  casos  uso",1
"Actores:  actores  correctos aunque hace falta  actor   necesario   sistema",0
"Casos de uso:  funcionalidad    correcta   representa   requerimientos  debe   sintaxis adecuada    cuenta  numeracion aunque si   verbo  infinitivo mas  objeto   casos  uso",-1
"Comunicación:  extend  include estan utilizados  manera correcta  segun  requerimientos  permitirian hacer  procesos  sistema  manera correcta   hace uso   herencia",0
"Diseño:  presenta  estructura precisa  actores involucrados    casos  usos   encuentran relacionados  afecta  simple vista entender     realiza",0
"Actores:  actores  juega   sistema estan bien especificados   necesarios   sistema   encuentran ninguno  usar",1
"Casos de uso:  determinacion   sintaxis     casos  usos   adecuada cumpliendo   establecido ademas concuerda   funcion  realizar  referente   numeracion cada     encuentran enumerados opino  faltan mas casos  usos  hacer mas entendible  ejercicio",0
"Comunicación:  utiliza extend  include  manera correcta  faltaria relacionar mas  ejemplo  paciente debe consultar  tratamiento   medico    encuentra comunicacion     lado  usa herencia   caso",0
"Diseño:  estructura   correcta    diseno adecuado",-1
"Actores:  actores involucrados  necesarios   sistema",1
"Casos de uso:  funcionalidad   adecuada  cuanto   logica  sintaxis  correcta  ordenada  estan completos  casos  uso",0
"Comunicación:  comunicacion  casos  uso   adecuada segun  requerido",-1
"Diseño:  diseno    correcto debido   existe  aislamiento  actores   va  dificultar  iteracion  sistema",-1
"Actores:  nombres   actores estan bien especificados  cuales   gran ayuda   iteracion   sistema",1
"Casos de uso:  existe  correcta funcionalidad   casos  uso   va afectar   sistema ademas  sintaxis    correcta",-1
"Comunicación:  existe  buena relacion   include  ciertos casos  uso asi   extend    herencia",-1
"Diseño:  existen errores  estructura",1
"Actores:  mayoria  actores estan bien especificados",1
"Casos de uso:  funcionalidad descrita   correcta  sintaxis   bien especificada  faltan casos  uso",-1
"Comunicación:  forma    usa  extend include  herencia    forma correcta   justifica totalmente  funcionalidades",-1
"Diseño:  existen errores  estructura",1
"Actores:   actores involucrados  necesarios   sistema",1
"Casos de uso:  sintaxis  correcta  casos  estan completos",0
"Comunicación:  extend  incoherente  includes  incoherentes  comunicacion  incorrecta   pierden datos",-1
"Diseño:  diagrama  casos  uso contiene islas     debe trabajar   manera  acuerdo   estudiado   presente ciclo  clases faltan muchas funcionalidades    omitido",-1
"Actores:  actores   correctos  estan especificados  manera correcta",1
"Casos de uso:  casos  uso estan incompletos  funcionalidades estan incompletas   misma falencia   casos  uso  omiten  casos  uso   necesarios   desarrollo completo  software",-1
"Comunicación:   utiliza  manera correcta  uso  include extend  herencia segun    especifica   requerimientos",-1
"Diseño:  estructura  diagrama  caso  uso   correcta",1
"Actores:   actor innecesario   diagrama",-1
"Casos de uso:  funcionalidad   coherencia   numeracion  casos  usos faltan casos  usos",-1
"Comunicación:  extend  include estan demas",0
"Diseño:  estructura  correcta contiene   requerido",1
"Actores:  actores   correctos",1
"Casos de uso:  sintaxis   correcta  funcionalidad escrita  correcta",1
"Comunicación:  utilizacion  include   forma correcta  utilizacion  extends   forma correcta",1
"Diseño:  casos  uso describen  funcionalidad  sistema    pretende hacer    retroalimentacion  datos  casos  uso  registros pendientes",0
"Actores:  actores  encuentran bien definidos   ordenados correctamente",0
"Casos de uso:  casos  uso  generales   relacionan  funciones  deberia hacer  sistema solo   forma general",-1
"Comunicación:  hace uso   agregacion  medico  especialista unicamente asignan   hace cada actor mas   registro  consulta   datos",-1
"Diseño:  estructura  correcta  relacionan  caso  uso   actores",1
"Actores:  actores  necesarios   sistema",1
"Casos de uso:  sintaxis   correcta  funcionalidad escrita  correcta",1
"Comunicación: aplica include  extend   herencia",0
"Diseño: existen islas   actores  estan relacionados  manera correcta   casos  usos  justifican   salen",-1
